"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00405956","1996-06","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.9","4,,,0","","","  28.3",",,,0,3,2","","","","","  35.6",",,,0,3,2","","","  20.0",",,,0,3,2","","","  23.3",",,,0,3,2","","","  23.9",",,,0,3,2","","","  30.4",",,,0,3,2","","","","","","","","","","","","","1745",",,,0"
"USC00405956","1996-07","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","236.6","1,0","7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","14","1,0","","","19960705","+,,0","19960731","+,,0","19960731","+,,0","","","19960725",",,0","19960721","+,1,0","16.1",",0,05,+","0",",,0,31,+","0",",,0,31,+","104.1",",,0,25,","35.0","1,0,21,+","172.2","3,,,0","0.0","0","  28.9","1,,,0,3,2","","","0.0","1,0","  37.2",",,,0,3,2","","","  23.3","1,,,0,3,2","","","  24.4",",,,0,3,2","","","  26.2","1,,,0,3,2","","","  33.0",",,,0,3,2","","","190.4",",,,0","0",",,,0","26.22","1,0","31.24","1,,,0","21.20",",,,0","1937",",,,0"
"USC00405956","1996-08","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","227.7",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","19960813",",,0","19960831","+,,0","19960831","+,,0","","","19960827",",,0","19960825","+,,0","13.9",",0,13,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,27,","35.0",",0,25,+","140.2","5,,,0","0.0","0","  28.3",",,,0,3,2","","","0.0",",0","  36.7",",,,0,3,2","","","  22.2",",,,0,3,2","","","  26.7",",,,0,3,2","","","  25.3",",,,0,3,2","","","  32.4",",,,0,3,2","","","17.4",",,,0","0",",,,0","25.68",",0","31.55",",,,0","19.81",",,,0","1364",",,,0"
"USC00405956","1996-09","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","110.3",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","19960929",",,0","19960930","+,,0","19960930","+,,0","","","19960927",",,0","19960909",",,0","7.2",",0,29,","0",",,0,30,+","0",",,0,30,+","37.1",",,0,27,","32.8",",0,09,","129.1","2,,,0","10.3","0","  24.4",",,,0,3,2","","","10.3",",0","  31.7",",,,0,3,2","","","  15.0",",,,0,3,2","","","  22.2",",,,0,3,2","","","  21.1",",,,0,3,2","","","  27.1",",,,0,3,2","","","152.4",",,,0","0",",,,0","21.67",",0","27.63",",,,0","15.71",",,,0","1584",",,,0"
"USC00405956","1996-10","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","20.0","1,0","9",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","21",",0","0",",0","","","19961020","+,1,0","19961031","+,,0","19961031","+,,0","","","19961028",",,0","19961028","+,,0","2.2","1,0,20,+","0",",,0,31,+","0",",,0,31,+","66.3",",,0,28,","28.3",",0,28,+","78.5","5,,,0","99.8","0","  20.6",",,,0,3,2","","","89.5",",0","  25.6",",,,0,3,2","","","  10.0",",,,0,3,2","","","  15.0",",,,0,3,2","","","  15.2",",,,0,3,2","","","  20.7",",,,0,3,2","","","156.2",",,,0","0",",,,0","16.05","1,0","22.62",",,,0","9.49","1,,,0","1824",",,,0"
"USC00405956","1996-11","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","1.6","1,0","17",",0","11",",0","3",",0","0",",0","0",",0","0",",0","7",",0","0","1,0","4","1,0","0","1,0","","","19961129","+,,0","19961130","+,,0","19961130","+,,0","","","19961130",",,0","19961106",",1,0","-4.4",",0,29,+","0",",,0,30,+","0",",,0,30,+","92.2",",,0,30,","24.4","1,0,06,","","","389.3","0","  15.0",",,,0,3,2","","","289.5","1,0","  18.9",",,,0,3,2","","","   1.7",",,,0,3,2","","","   6.7",",,,0,3,2","","","   7.8",",,,0,3,2","","","  12.7",",,,0,3,2","","","225.3",",,,0","0",",,,0","8.46","1,0","13.38","1,,,0","3.55",",,,0","",""
"USC00405956","1996-12","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","0.3",",0","8",",0","7",",0","3",",0","0",",0","0","1,0","0",",0","15",",0","2",",0","2",",0","0",",0","","","19961221","+,,0","19961231","+,,0","19961231","+,1,0","","","19961217",",,0","19961212",",,0","-10.6",",0,21,+","0",",,0,31,+","0","1,,0,31,+","41.1",",,0,17,","22.2",",0,12,","","","735.4","0","","","","","346.1",",0","","","","","","","","","","","","","","","","","","","","","177.0",",,,0","0","1,,,0","7.18",",0","12.60",",,,0","1.75",",,,0","",""
"USC00405956","1997-01","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","0.6","0","0.6","1,0","9",",0","7",",0","0",",0","","","0","1,0","0",",0","21",",0","6","1,0","2","1,0","0","1,0","","","19970111",",,0","","","19970131","+,1,0","","","19970124",",,0","19970105",",1,0","-14.4",",0,11,","","","0","1,,0,31,+","21.1",",,0,24,","22.2","1,0,05,","","","1177.1","0","  13.3","1,,,0,3,2","","","441.7","1,0","  16.7","1,,,0,3,2","","","  -3.3","1,,,0,3,2","","","   0.6","1,,,0,3,2","","","   3.0","1,,,0,3,2","","","   6.6","1,,,0,3,2","","","92.2",",,,0","0","1,,,0","3.45","1,0","8.48","1,,,0","-1.58",",,,0","",""
"USC00405956","1997-02","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","0.9","0","0.3",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","11",",0","0",",0","1",",0","0",",0","","","19970216","+,,0","19970214","+,,0","19970214","+,,0","","","19970204",",,0","19970221",",,0","-3.3",",0,16,+","0",",T,0,14,+","0",",T,0,14,+","66.8",",,0,04,","23.9",",0,21,","","","1475.2","0","   9.4",",,,0,3,2","","","298.1",",0","  15.0",",,,0,3,2","","","   0.0",",,,0,3,2","","","   4.4",",,,0,3,2","","","   4.6",",,,0,3,2","","","   9.6",",,,0,3,2","","","181.2",",,,0","0",",T,,0","7.70",",0","12.62",",,,0","2.78",",,,0","",""
"USC00405956","1997-03","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","2.0","0","1.1",",0","15",",0","9",",0","3",",0","0",",0","0",",0","0",",0","5",",0","0",",0","13",",0","0",",0","","","19970317","+,,0","19970331","+,,0","19970331","+,,0","","","19970302",",,0","19970329",",,0","-1.1",",0,17,+","0",",,0,31,+","0",",,0,31,+","85.6",",,0,02,","27.2",",0,29,","","","1659.1","0","  15.6",",,,0,3,2","","","183.9",",0","  21.7",",,,0,3,2","","","   5.0",",,,0,3,2","","","  11.7",",,,0,3,2","","","  10.0",",,,0,3,2","","","  16.0",",,,0,3,2","","","237.3",",,,0","0",",,,0","12.44",",0","19.55",",,,0","5.32",",,,0","",""
"USC00405956","1997-04","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","2.0","0","0.0",",0","8",",0","8",",0","5",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","","","19970415","+,,0","19970430","+,,0","19970430","+,,0","","","19970405",",,0","19970404",",,0","-0.6",",0,15,+","0",",,0,30,+","0",",,0,30,+","42.2",",,0,05,","27.2",",0,04,","128.7","4,,,0","1820.4","0","  15.0","1,,,0,3,2","","","161.3",",0","  23.9","1,,,0,3,2","","","   6.1","1,,,0,3,2","","","  13.3","1,,,0,3,2","","","  11.2","1,,,0,3,2","","","  19.2","1,,,0,3,2","","","191.8",",,,0","0",",,,0","12.96",",0","19.49",",,,0","6.42",",,,0","2371",",,,0"
"USC00405956","1997-05","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","55.6","0","53.6",",0","10",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19970513",",,0","19970531","+,,0","19970531","+,,0","","","19970531",",,0","19970519",",,0","5.6",",0,13,","0",",,0,31,+","0",",,0,31,+","41.4",",,0,31,","31.1",",0,19,","159.0","4,,,0","1859.9","0","","","","","39.5",",0","","","","","","","","","","","","","","","","","","","","","119.7",",,,0","0",",,,0","18.79",",0","25.64",",,,0","11.94",",,,0","2347",",,,0"
"USC00405956","1997-06","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","212.3","0","156.7",",0","13",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","","","19970604",",,0","19970630","+,,0","19970630","+,,0","","","19970617",",,0","19970625","+,,0","14.4",",0,04,","0",",,0,30,+","0",",,0,30,+","48.8",",,0,17,","34.4",",0,25,+","147.6","1,,,0","1861.3","0","  27.8",",,,0,3,2","","","1.4",",0","  35.6","1,,,0,3,2","","","  17.8",",,,0,3,2","","","  21.1","1,,,0,3,2","","","  22.2",",,,0,3,2","","","  28.3","1,,,0,3,2","","","192.0",",,,0","0",",,,0","23.51",",0","28.13",",,,0","18.89",",,,0","1828",",,,0"
"USC00405956","1997-07","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","499.9","0","287.6",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","19970706",",,0","19970731","+,,0","19970731","+,,0","","","19970714",",,0","19970727",",,0","16.1",",0,06,","0",",,0,31,+","0",",,0,31,+","46.5",",,0,14,","37.8",",0,27,","200.4","1,,,0","0.0","0","  29.4",",,,0,3,2","","","0.0",",0","  40.0",",,,0,3,2","","","  21.7",",,,0,3,2","","","  31.1",",,,0,3,2","","","  26.1",",,,0,3,2","","","  35.3",",,,0,3,2","","","130.9",",,,0","0",",,,0","27.61",",0","33.15",",,,0","22.07",",,,0","1569",",,,0"
"USC00405956","1997-08","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  28.3",",,,0,3,2","","","","","  36.1",",,,0,3,2","","","  18.9",",,,0,3,2","","","  26.1",",,,0,3,2","","","  25.7",",,,0,3,2","","","  32.8",",,,0,3,2","","","","","","","","","","","","","",""
"USC00405956","1997-09","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","134.2",",0","7",",0","6",",0","2",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","19970905",",,0","19970930","+,1,0","19970930","+,,0","","","19970924",",,0","19970919",",,0","10.0",",0,05,","0","1,,0,30,+","0",",,0,30,+","127.0",",,0,24,","34.4",",0,19,","140.1","2,,,0","","","  27.8",",,,0,3,2","","","1.4",",0","  35.0",",,,0,3,2","","","  18.9",",,,0,3,2","","","  23.9",",,,0,3,2","","","  23.0",",,,0,3,2","","","  29.3",",,,0,3,2","","","221.6",",,,0","0",",,,0","22.76",",0","29.11",",,,0","16.41",",,,0","1600",",,,0"
"USC00405956","1997-10","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","56.2",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","19971029","+,,0","19971031","+,,0","19971031","+,,0","","","19971026",",,0","19971008",",,0","0.6",",0,29,+","0",",,0,31,+","0",",,0,31,+","34.5",",,0,26,","31.7",",0,08,","95.5","2,,,0","","","  23.3","4,,,0,3,2","","","121.8",",0","  28.9","4,,,0,3,2","","","   8.3","4,,,0,3,2","","","   9.4","4,,,0,3,2","","","  15.9","4,,,0,3,2","","","  22.0","4,,,0,3,2","","","92.7",",,,0","0",",,,0","16.22",",0","22.91",",,,0","9.52",",,,0","1479","1,,,0"
"USC00405956","1997-11","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","0.0","1,0","11",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","7","1,0","0",",0","2",",0","0",",0","","","19971117",",1,0","19971130","+,,0","19971130","+,,0","","","19971114",",,0","19971130",",,0","-6.1","1,0,17,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,14,","22.2",",0,30,","","","","","  14.4",",,,0,3,2","","","285.7",",0","  16.7",",,,0,3,2","","","   1.7",",,,0,3,2","","","   6.1",",,,0,3,2","","","   7.5",",,,0,3,2","","","  11.0",",,,0,3,2","","","37.5",",,,0","0",",,,0","8.41","1,0","13.21",",,,0","3.61","1,,,0","",""
"USC00405956","1997-12","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","0.0",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","15",",0","0",",0","0",",0","0",",0","","","19971208",",,0","19971231","+,,0","19971231","+,,0","","","19971224",",,0","19971220",",,0","-6.1",",0,08,","0",",,0,31,+","0",",,0,31,+","34.0",",,0,24,","19.4",",0,20,","","","","","   8.9","3,,,0,3,2","","","417.5",",0","  11.7","3,,,0,3,2","","","   1.7","3,,,0,3,2","","","   4.4","3,,,0,3,2","","","   4.7","3,,,0,3,2","","","   7.8","3,,,0,3,2","","","96.2",",,,0","0",",,,0","4.87",",0","9.57",",,,0","0.16",",,,0","",""
"USC00405956","1998-01","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","0.0","0","0.0",",0","14",",0","11",",0","1",",0","1","3,0","0","1,0","0",",0","15",",0","1",",0","1",",0","0",",0","","","19980125",",,0","19980116",",3,0","19980131","+,1,0","","","19980116",",,0","19980105",",,0","-3.9",",0,25,","51","3,,0,16,","0","1,,0,31,+","34.8",",,0,16,","21.7",",0,05,","","","","","  11.7","2,,,0,3,2","","","359.9",",0","  14.4","1,,,0,3,2","","","   1.1","2,,,0,3,2","","","   3.3","1,,,0,3,2","","","   5.5","2,,,0,3,2","","","   8.5","1,,,0,3,2","","","131.5",",,,0","0","1,,,0","6.72",",0","11.01",",,,0","2.44",",,,0","",""
"USC00405956","1998-02","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","0.0","0","0.0","1,0","8",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","5","1,0","0",",0","2",",0","0",",0","","","19980209",",1,0","19980228","+,,0","19980228","+,,0","","","19980216",",,0","19980226",",,0","-2.2","1,0,09,","0",",,0,28,+","0",",,0,28,+","34.3",",,0,16,","23.3",",0,26,","","","","","   9.4","1,,,0,3,2","","","281.5",",0","  16.1","1,,,0,3,2","","","   1.7","1,,,0,3,2","","","   6.1","1,,,0,3,2","","","   6.5","1,,,0,3,2","","","  10.4","1,,,0,3,2","","","140.0",",,,0","0",",,,0","8.10","1,0","13.13",",,,0","3.06","1,,,0","",""
"USC00405956","1998-03","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","21.1","0","21.1",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","8",",0","0",",0","","","19980313","+,,0","19980331","+,,0","19980331","+,,0","","","19980308",",,0","19980331",",,0","-8.3",",0,13,+","0",",,0,31,+","0",",,0,31,+","27.4",",,0,08,","29.4",",0,31,","","","","","  18.9",",,,0,3,2","","","267.0",",0","  23.9",",,,0,3,2","","","   1.1",",,,0,3,2","","","   7.2",",,,0,3,2","","","   9.0",",,,0,3,2","","","  13.4",",,,0,3,2","","","130.9",",,,0","0",",,,0","10.40",",0","15.55",",,,0","5.25",",,,0","",""
"USC00405956","1998-04","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","37.9","0","16.8",",0","13",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","19980411",",,0","19980430","+,,0","19980430","+,,0","","","19980428",",,0","19980415","+,,0","3.3",",0,11,","0",",,0,30,+","0",",,0,30,+","45.5",",,0,28,","27.8",",0,15,+","123.2","4,,,0","","","  20.0","2,,,0,3,2","","","99.8",",0","  25.0","2,,,0,3,2","","","  10.6","2,,,0,3,2","","","  16.7","2,,,0,3,2","","","  15.1","2,,,0,3,2","","","  21.5","2,,,0,3,2","","","196.0",",,,0","0",",,,0","15.57",",0","21.71",",,,0","9.43",",,,0","1967","1,,,0"
"USC00405956","1998-05","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","182.6","0","144.7","1,0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","7","1,0","","","19980504",",,0","19980531","+,,0","19980531","+,,0","","","19980527",",,0","19980520",",1,0","10.6",",0,04,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,27,","33.9","1,0,20,","186.2",",,,0","","","  27.8",",,,0,3,2","","","7.7","1,0","  34.4",",,,0,3,2","","","  15.6",",,,0,3,2","","","  20.0",",,,0,3,2","","","  23.2",",,,0,3,2","","","  29.3",",,,0,3,2","","","64.0",",,,0","0",",,,0","22.99","1,0","28.68","1,,,0","17.30",",,,0","1707",",,,0"
"USC00405956","1998-06","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","459.6","0","277.0","1,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","23",",0","","","19980607",",1,0","19980630","+,,0","19980630","+,,0","","","19980605",",,0","19980626","+,,0","11.1","1,0,07,","0",",,0,30,+","0",",,0,30,+","15.2",",,0,05,","37.2",",0,26,+","239.9",",,,0","","","  35.0",",,,0,3,2","","","1.9",",0","  38.9",",,,0,3,2","","","  22.2",",,,0,3,2","","","  27.8",",,,0,3,2","","","  28.7",",,,0,3,2","","","  35.0",",,,0,3,2","","","31.3",",,,0","0",",,,0","27.83","1,0","33.49",",,,0","22.18","1,,,0","2475",",,,0"
"USC00405956","1998-07","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","772.3","0","312.7",",0","15",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","19980701",",,0","19980731","+,,0","19980731","+,,0","","","19980729",",,0","19980708",",,0","20.6",",0,01,","0",",,0,31,+","0",",,0,31,+","49.3",",,0,29,","38.9",",0,08,","190.7","2,,,0","0.0","0","  32.8",",,,0,3,2","","","0.0",",0","  39.4",",,,0,3,2","","","  26.7",",,,0,3,2","","","  30.6",",,,0,3,2","","","  30.1",",,,0,3,2","","","  35.9",",,,0,3,2","","","183.3",",,,0","0",",,,0","28.42",",0","33.74",",,,0","23.10",",,,0","1477",",,,0"
"USC00405956","1998-08","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1031.0","0","258.7",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","19980829","+,,0","19980831","+,,0","19980831","+,,0","","","19980809",",,0","19980826",",,0","18.3",",0,29,+","0",",,0,31,+","0",",,0,31,+","57.4",",,0,09,","36.7",",0,26,","171.3","1,,,0","0.0","0","  30.0",",,,1,3,2","","","0.0",",0","  36.7",",,,1,3,2","","","  26.1",",,,1,3,2","","","  28.9",",,,1,3,2","","","  28.5",",,,1,3,2","","","  34.2",",,,1,3,2","","","123.5",",,,0","0",",,,0","26.68",",0","32.29",",,,0","21.07",",,,0","1338",",,,0"
"USC00405956","1998-09","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1261.4","0","230.4",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","","","19980910",",,0","19980930","+,,0","19980930","+,,0","","","19980921",",,0","19980907","+,,0","11.7",",0,10,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,21,","37.2",",0,07,+","167.1",",,,0","0.0","0","  29.4",",,,0,3,2","","","0.0",",0","  36.1",",,,0,3,2","","","  22.8",",,,0,3,2","","","  29.4",",,,0,3,2","","","  27.2",",,,0,3,2","","","  33.3",",,,0,3,2","","","12.2",",,,0","0",",,,0","26.01",",0","32.73",",,,0","19.29",",,,0","1494",",,,0"
"USC00405956","1998-11","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","3.9",",0","7",",0","4",",0","1",",0","0","1,0","0",",0","0",",0","5",",0","0",",0","12",",0","0",",0","","","19981107","+,,0","19981130","+,1,0","19981130","+,,0","","","19981111",",,0","19981102",",,0","-1.7",",0,07,+","0","1,,0,30,+","0",",,0,30,+","43.9",",,0,11,","26.7",",0,02,","","","","","  20.0",",,,0,3,2","","","190.8",",0","  23.9",",,,0,3,2","","","   8.3",",,,0,3,2","","","  12.8",",,,0,3,2","","","  12.7",",,,0,3,2","","","  16.8",",,,0,3,2","","","61.5",",,,0","0",",,,0","12.10",",0","18.47",",,,0","5.73",",,,0","",""
"USC00405956","1998-12","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","6.4",",0","16",",0","11",",0","1",",0","","","0","2,0","0",",0","15",",0","3",",0","6",",0","0",",0","","","19981226","+,,0","","","19981231","+,2,0","","","19981208",",,0","19981205",",,0","-6.7",",0,26,+","","","0","2,,0,31,+","28.7",",,0,08,","25.6",",0,05,","","","","","  17.8","1,,,0,3,2","","","362.2",",0","  20.0","1,,,0,3,2","","","  -1.7","1,,,0,3,2","","","   2.8","1,,,0,3,2","","","   8.1","1,,,0,3,2","","","  11.2","1,,,0,3,2","","","111.4",",,,0","0","2,,,0","6.85",",0","11.64",",,,0","2.07",",,,0","",""
"USC00405956","1999-01","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1.7","0","1.7",",0","12",",0","10",",0","2",",0","0",",0","0","2,0","0",",0","14",",0","3",",0","4",",0","0",",0","","","19990106","+,,0","19990105","+,,0","19990131","+,2,0","","","19990123","+,,0","19990122",",,0","-11.7",",0,06,+","0",",T,0,05,+","0","2,,0,31,+","25.7",",,0,23,+","23.9",",0,22,","","","","","  12.2",",,,0,3,2","","","373.1",",0","  17.2",",,,0,3,2","","","   0.6",",,,0,3,2","","","   1.1",",,,0,3,2","","","   5.5",",,,0,3,2","","","   9.2",",,,0,3,2","","","164.7",",,,0","0","2,,,0","6.35",",0","11.86",",,,0","0.84",",,,0","",""
"USC00405956","1999-02","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","2.3","0","0.6",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","7",",0","0",",0","","","19990214",",,0","19990222","+,,0","19990222","+,,0","","","19990212",",,0","19990209",",,0","-5.0",",0,14,","0",",T,0,22,+","0",",T,0,22,+","11.4",",,0,12,","25.0",",0,09,","","","","","  15.0","1,,,0,3,2","","","258.1",",0","  17.8","1,,,0,3,2","","","   3.3","1,,,0,3,2","","","   7.8","1,,,0,3,2","","","   8.2","1,,,0,3,2","","","  12.7","1,,,0,3,2","","","40.9",",,,0","0",",T,,0","9.14",",0","15.45",",,,0","2.83",",,,0","",""
"USC00405956","1999-03","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","2.3","0","0.0","3,0","12",",0","12",",0","1",",0","0",",0","0",",0","0","3,0","9","3,0","0",",0","1",",0","0",",0","","","19990304",",3,0","19990331","+,,0","19990331","+,,0","","","19990313",",,0","19990318",",,0","-3.3","3,0,04,","0",",,0,31,+","0",",,0,31,+","43.7",",,0,13,","21.1",",0,18,","","","","","  12.8","2,,,0,3,2","","","285.4",",0","  18.3","1,,,0,3,2","","","   5.6","2,,,0,3,2","","","   8.9","1,,,0,3,2","","","   8.9","2,,,0,3,2","","","  14.0","1,,,0,3,2","","","151.8",",,,0","0",",,,0","8.39","3,0","14.71",",,,0","2.06","3,,,0","",""
"USC00405956","1999-04","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","50.7","0","48.4",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","19990418",",,0","19990430","+,,0","19990430","+,,0","","","19990427",",,0","19990424",",,0","1.1",",0,18,","0",",,0,30,+","0",",,0,30,+","75.2",",,0,27,","31.1",",0,24,","137.1","2,,,0","","","  22.2",",,,0,3,2","","","60.8",",0","  28.3",",,,0,3,2","","","   8.3",",,,0,3,2","","","  14.4",",,,0,3,2","","","  17.4",",,,0,3,2","","","  22.7",",,,0,3,2","","","190.0",",,,0","0",",,,0","17.92",",0","23.70",",,,0","12.14",",,,0","2333",",,,0"
"USC00405956","1999-05","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","134.5","0","83.8",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19990503","+,,0","19990531","+,,0","19990531","+,,0","","","19990505",",,0","19990517",",,0","8.9",",0,03,+","0",",,0,31,+","0",",,0,31,+","52.3",",,0,05,","31.7",",0,17,","178.7","2,,,0","","","","","","","5.9",",0","","","","","","","","","","","","","","","","","","","","","113.0",",,,0","0",",,,0","20.85",",0","27.39",",,,0","14.30",",,,0","1743",",,,0"
